511,"WEB Developer requires both front and back end developers Salary up to **** Farnham Surrey Our client is located in Farnham Surrey and are looking for Web developers both Frontend and Backend Developers to help develop and maintain new and existing projects. WEB Developer requirements  Applicants will either be nonGraduates with 12 years relevant experience or recent (2010 or 2011) and suitably qualified Graduates. All applicants will preferably be able to demonstrate either successful work placement or work experience but, at minimum, should be able to provide a portfolio of their work. Successful applicants will be those seeking a challenging opportunity with an exciting and expanding organisation and who are enthusiastic, flexible and personable, able to work well on both an individual basis and as part of a development team. The positions require good communication skills, both oral and written. Basic Technical Skills/Knowledge Software Design using UML Test Driven Development Version Control Backend Technical Skills/Knowledge Any of the following will be of interest: Object Orientated Programming, SQL Server, Net Beans C++ or C, Java Frontend Technical Skills/Knowledge Any of the following will be of interest: ActionScript 3  Model View Controller, Flex  Model View Controller, JavaScript  Model View Controller, Flashbuilder Other Skills/Knowledge of interest PHP, OSX, Apache Ant WEB Developer requires both front and back end developers Salary up to **** Farnham Surrey",15
512,"Pastry Commis Chef for banqueting  restaurant role: **** Calling all new and aspiring Pastry Commis You know your first job is always the hardest to get? To get a job you need experience/to get experience you need a job＃ We've all been there and you may be feeling the same now. All the experience I need for this role though is an NVQ in pastry/patisserie You may be fresh out of college, or have had an apprenticeship role working on pastry My client is looking for someone who has the basic knowledge of pastry and wants to learn more, becoming an integral part of the team as a pastry commis chef cooking desserts and pastries for both a **** rosette restaurant and a busy banqueting feature in a Luxury venue. Where is it? It's in south Hertfordshire, not far north London. Don't live there? Doesn't matter  live in is available. Too far from family? Good Prove to your parents you'll do what it takes and that you've found the career you were born for. Start as a commis pastry chef and just see where you end up Move out, earn great money in a fantastic job (with amazing colleagues) and learn more than you imagined you could from a great tutor/boss. All the amenities are there in the accommodation including TV and internet, so if you still like chilling after work with FIFA you can. Remember  there is no reason to say no, so call me on **** **** and I'll help you launch into your pastry career Consultant: Chris Wilson Ref: ****CW Commis Pastry Hertford  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client's nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client's establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/PastryCommisChefforbanquetingrestaurantrole****_job****",21
513,"The position of Pastry Chef de Partie is available at a hotel located in Derbyshire Role: At this property the role of Pastry Chef de Partie will require you to run the pastry section creating a variety of different pastry items included petit fours, afternoon teas, banquet desserts and a la carte desserts for the accredited desserts.The hotel has a mixture of corporate/ leisure business allowing it to be busy all week meaning that this Pastry Chef de Partie role will require you to work to a fast pace in a high volume kitchen whilst ensuring you do not compromise on quality. Requirements: The Head Chef of the hotel is looking for a Pastry Chef de Partie who has had a stable career in four star hotel as well as having exposure to AA Rosette standard cooking.All candidates must be adaptable with all round pastry skills and the ability to work well under pressure whilst running a busy section. Benefits Include: Uniform Provided Meals on Duty Accommodation Available Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/PastryChefdePartieBusyFourStarHotelAwardWinningLiveIn_job****",21
514,"A top hotel located in Surrey has a position available for a Demi Chef de Partie to join the brigade Role: A well respected hotel that has built an excellent reputation for the high quality of food offered in its restaurants is looking for a Demi Chef de Partie to work in the team serving the more informal restaurant.In the role of Demi Chef de Partie you will be working on a section cooking with fresh, seasonal produce ensuring that they are prepared and presented to the highest possible standards at all times. Requirements: It is important that all Demi Chef de Parties applying for this role have good, stable experience gained from a fresh food focused environment.The ability to work well under pressure in a busy kitchen is essential for this role. Benefits Include: Uniform Provided Meals on Duty Free Accommodation Available Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/DemiChefdePartieHotelWithAnExcellentReputationLiveIn_job****",14
515,"The position of Pastry Chef de Partie is available at a hotel located in Derbyshire Role: At this property the role of Pastry Chef de Partie will require you to run the pastry section creating a variety of different pastry items included petit fours, afternoon teas, banquet desserts and a la carte desserts for the accredited desserts.The hotel has a mixture of corporate/ leisure business allowing it to be busy all week meaning that this Pastry Chef de Partie role will require you to work to a fast pace in a high volume kitchen whilst ensuring you do not compromise on quality. Requirements: The Head Chef of the hotel is looking for a Pastry Chef de Partie who has had a stable career in four star hotel as well as having exposure to AA Rosette standard cooking.All candidates must be adaptable with all round pastry skills and the ability to work well under pressure whilst running a busy section. Benefits Include: Uniform Provided Meals on Duty Accommodation Available Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the apply now button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum & Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process.",21
516,"Countless Fresh Food Chef positions nationwide  **** It's that time of year for the Chef merrygoround to begin. We all know it happens You either get itchy feet where you are, or tired of the same food day in and day out. Sometimes you just outgrow the place and need a change of scenery and more of a challenge For the younger chefs  you have just finished college, had enough time to be bored of going out on the town and want to get your career going. Whatever the reason, I have plenty of positions available and/or opening up in the next week or so. If you want to move from where you are, then talk to me quick There are Rosette Restaurants, Gastro pubs, Country Inns, Upmarket Hotels and even the odd leisure facility looking for chefs of all levels. All I ask for is that you are actually interested in this line of work and are looking for a reason other than 'it's all I know so I have to stick with it'. If you genuinely are a chef  partly from qualification, partly from experience and partly from love for the trade then I'm sure I'll have something that will appeal to you. If you're working and are short on time  text me what you are looking for an when you're free for a chat So do that, or call me on **** **** or email your CV and I will get back to you to explain more and arrange a trial Salary ****  **** across UK Ref ****CW Consultant: Chris Wilson Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client's nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client's establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/CountlessFreshFoodChefpositionsnationwide****_job****",14
517,"MANUFACTURING PROJECT ENGINEER PHAMACEUTICAL, c****  ****  Excellent Benefits, Oxfordshire ****/****/dh PROJECT ENGINEER  PHARMACEUTICAL: JOB ROLE: Responsible for execution of Continuous improvement and compliance projects. Responsible too for subprojects related To introduction of new products and processes in order to meet strategic business plans. The position is jointly responsible fo reporting of designated capital and expensive (actual Vs. Plan) associated with implementation of new process equipment or modifications to Existing process equipment. PROJECT ENGINEER:  PHARMACEUTICAL: KEY RESPONSIBILITIES: Manage project tasks & deliverables within agreed time, cost, quality Responsbile for process equipment validation, material validation, remediation activity Maintain effectiveness of Quality System in accordance with corporate requirements Effective liaison with Engineering functions, external suppliers and regulatory bodies. PROJECT ENGINEER: PHARMACEUTICAL: SKILLS, EXPERIENCE, QUALIFICATION: Proven problem solving skills to quickly implement process improvements Understanding of technical drawings, dealing with suppliers and subcontractors Experience of Project Engineering/Project Management within regulated manufacturing Working knowledge of quality/regulatory systems BSc/HNC with related experience",19
518,"SENIOR INDUSTRIAL / ENGINEERING CONSULTANT  ROCHDALE BASIC ****  ****K PLUS TOP COMMISSION PLUS BENEFITS ESTABLISHED AND VERY SUCCESSFUL TEAM Due to internal movement our client is looking for an experienced Industrial Recruitment Consultant to join one of their busy branches with an existing and performing team. The ideal candidate will have at least 12 months experience as an Industrial Recruitment Consultant within a full 360 degree role. This role will be essentially be a business development / client servicing role so the successful candidate will have to be completely comfortable and have the ability to spend a portion of the day actively selling which involves outbound telephone sales calls. There is also some business to inherit and you will be required to both service and develop this business This is a great opportunity to work for well established company which is one of the top providers of industrial staff in the UK. The ideal candidate will: Have at least 12 months experience as an Industrial Recruitment consultant Have at least 6 months experience as a Recruitment Consultant in a similar discipline Have a very strong B2B sales background with proven success Be tenacious Great work ethic A grafter, willing to go that extra mile to win Not be afraid to pick up the phone and generate activity A team player In return you will receive a great benefits package, and have the ability to achieve high earnings through a generous salary and commission structure. Code Blue Recruitment handle nearly **** LIVE VACANCIES, for all sectors and levels of the Recruitment industry across the whole of the UK . Positions include Junior and Trainee Consultants, Recruitment and Senior Recruitment Consultants, Team Leaders, Account Managers, Branch Managers, Sales Managers & Directors. Sectors covered include Professional Recruitment such as Finance, Accountancy & Banking, Legal & HR, Commercial markets such as Office Support, Industrial, Driving, Oil & Gas, Hospitality & Catering, the Public Sector including Medical, Care, Education, Technical markets such as I.T., Telecoms, Media, Construction, Engineering, Energy & Environment, and Pharmaceutical, as well as diverse areas such as Sales Recruitment, Search, and Supply Chain",12
519,"With FREE live in accommodation and tips of **** per week this is a chance not to be missed. Fantastic opportunity for a Chef De Partie to work in a busy gastro kitchen using seasonal and fresh produce whilst work with a friendly and passionate of chefs. Privately owned property with a superb reputation for cooking seasonal British dishes bringing regular and repeat custom. The ideal Chef De Partie must have a consistent background and have experience working within fresh food kitchens. As Chef De Partie you will need to be confident working on most sections and be a true team player. Located within easy driving distance of Stevenage and Hertford this lovely property is waiting for a new and passionate Chef De Partie. My client is offering a starting salary of **** however should you live local and do not require live in accommodation the salary would be approx. **** Either way this is a chance for a keen and hands on Chef De Partie to join an honest and hard working team. For more information please call Tara on **** **** / **** **** and please email CVs to taraclearselection.co.uk Consultant Tara Connor 每 Always keen to talk, loves spending days in clients kitchens and has a great selection of clients.  / **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client＊s nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client＊s establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/ChefDePartieFREELIVEINquirkygastrorestaurant_job****",24
520,"Make your Name at Marston's Assistant Manager Camelot Inn, Polsham, Wells, BA5 ****RW Two for One This classic pub restaurant format is at the heart of Marston's Inns Taverns customer proposition. Typically high volume, food led family friendly venues, with an extensive menu and large specials board, they cater for a wide variety of tastes and preferences. With full table service and two for the price of one on all main meals and specials, we truly represent a real value for money offering. The Ideal Candidate With a passion for the pub trade and a commitment to providing a first class customer service, you'll enjoy a handson role, working at the sharp end of the business, covering every area of operational activity, even including the kitchen. A confident communicator, with proven supervisory and/or management experience gained in a pub, retail or catering environment, we'll expect you to know how to get the best out of colleagues and customers, as well as being willing to go that extra mile. Marston's Inns Taverns With over **** Inns and taverns, we are already one of the UK's leading retail pub companies, operating a varied managed house estate 每 but our story doesn't end here. As the country's largest builder of new pubs＃.there's still lots more to come. Our unrivalled development programme will see us open another **** brand new food pubs over the next 5 years, whilst at the same time we are continuing to invest extensively in the upgrade of our community estate. The Benefits Rewards As you'd expect from a name like Marston's the rewards and benefits are competitive to say the least, but perhaps more importantly there's ample scope and opportunity to make your mark, plus the genuine prospect of running your own pub sooner rather than later. For starters we can offer: Up to **** p.h. Up to **** Hours p.w. The chance to work in a fun friendly environment 20% Discount Card (across our managed estate) 50% discount at work Childcare voucher save as you earn schemes After qualifying period Click the Apply Now button below or phone **** ****",22
521,"An exciting job opportunity has arisen for a Sales Ledger/Credit Controller with 1**** months plus relevant working experience to join an outstanding surveying and design practice in the City of London. The desirable candidate will come on board, and be responsible for Raising and sending sales invoices (typing, copying, sending) Maintenance of Sales Ledger data. Credit Control for 2 sister companies Be responsible for banking of cheques The successful candidate will be competent using EXCEL and have previous experience of SAGE.",22
522,"A growing consultancy, is looking for an Accounts Assistant who is searching for a role which will offer all round exposure. The role will include accounts payable, accounts receivable, bank reconciliation's and supplier statement reconciliation's. To be considered for this role it is imperative that you have experience with transactional finance (AP, AR, bank recs) and have 612 months finance experience. It would be beneficial for you to have an ALevel in Mathematics or a finance related degree.",12
523,"Restaurant Manager  Suffolk A great position for an aspiring general manager has cropped up. A very busy and profitable venue on the fine coast of Suffolk is looking for their next restaurant manager. Ambition is the key to up keeping the profitability and growth of this business, so I am not looking for someone that has settled into a restaurant manager role. I am looking for someone who has the dream of being a general manager, or an outright owner of their own establishment in time. With the growth this business has enjoyed, there would be no surprises if the right restaurant manager were fast tracked into a general manager role in a short amount of time. With two different styles of menu and a busy terrace to think about as well as a ****cover restaurant area, I am looking for a restaurant manager that can think on their feet, make quick and correct decisions and lead from the front. It is not all practical work though  there will be aspects of the job that include a degree of number crunching and figures. From helping the PL through reduced wastage, ensuring business is as efficient as possible with correct staffing and many more issues that must be dealt with by a 'hands on' restaurant manager. With a great package that includes local benefits, staff rewards and a healthy salary starting **** up to **** based on experience this is a fantastic opportunity for a restaurant manager that is looking for their next challenge and a step further up the ladder. Please call Chris on **** **** /**** **** and please email details such as current salary and current CVs Salary **** Restaurant Manager Suffolk Ref ****CW Consultant: Chris Wilson Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client's nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client's establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/RestaurantManagerSuffolk_job****",18
